county,state,season,latitude,longitude,date,classification,temperature_high,temperature_mid,temperature_low,dew_point,humidity,cloud_cover,moon_phase,precip_intensity,precip_probability,pressure,visibility,wind_bearing,wind_speed,condition_Clear,condition_Overcast,condition_partially_cloudy,condition_Rain,condition_Snow
Douglas County,Illinois,Fall,39.8213,-88.1676,1938-09-06,Class A,69.0,56.0,39.0,41.6,60.4,15.4,0.25,0.0,0.0,1017.4,9.9,229.8,20.8,1,0,0,0,0
Crawford County,Illinois,Winter,39.09109,-87.80624,1944-02-04,Class B,50.0,44.0,35.0,38.9,83.9,73.3,0.75,0.003,100.0,1016.6,6.4,285.8,12.9,0,0,1,1,0
Clinton County,Illinois,Fall,38.567,-89.341,1941-11-19,Class A,63.0,54.0,46.0,44.7,70.7,64.3,0.75,0.031,100.0,1026.6,7.9,296.8,13.4,0,0,1,1,0
Clark County,Illinois,Winter,39.40458,-87.7313,1950-12-01,Class B,35.0,30.0,25.0,24.1,79.8,53.5,0.25,0.012,100.0,1019.0,9.5,232.9,9.8,0,0,1,1,1
Christian County,Illinois,Spring,39.5075,-89.3469,1947-03-12,Class A,77.0,62.0,45.0,37.3,46.3,0.1,0.0,0.0,0.0,1017.7,9.9,207.9,13.8,1,0,0,0,0
Cass County,Illinois,Winter,40.04505,-90.1498,1948-12-17,Class B,52.0,39.0,29.0,31.2,75.2,2.5,0.0,0.0,0.0,1038.4,9.5,94.4,11.6,1,0,0,0,0
Cass County,Illinois,Fall,40.06831,-90.15218,1949-11-13,Class A,51.0,39.0,31.0,29.1,66.6,23.7,0.75,0.0,0.0,1012.7,9.8,233.0,12.4,0,0,1,0,0
Champaign County,Illinois,Fall,40.26916,-88.1033,1937-10-26,Class A,84.0,74.0,58.0,62.9,72.9,18.0,0.25,0.09246594778660613,100.0,1019.8,9.0,82.5,3.4,1,0,0,0,0
Christian County,Illinois,Fall,39.5075,-89.3469,1949-10-13,Class A,84.0,68.0,56.0,61.2,82.4,20.1,1.0,0.0,0.0,1018.7,6.6,268.8,6.9,0,0,1,0,0
Christian County,Illinois,Summer,39.376484600389865,-97.37305127192984,1949-07-14,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Christian County,Illinois,Winter,39.376484600389865,-97.37305127192984,1940-01-22,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Cook County,Illinois,Spring,41.9586,-87.8574,1944-04-10,Class A,84.0,68.0,56.0,61.2,82.4,20.1,1.0,0.0,0.0,1018.7,6.6,268.8,6.9,0,0,1,0,0
Cook County,Illinois,Fall,42.1295,-88.1577,1948-10-13,Class A,84.0,68.0,56.0,61.2,82.4,20.1,1.0,0.0,0.0,1018.7,6.6,268.8,6.9,0,0,1,0,0
Cook County,Illinois,Summer,41.53346,-87.75156,1937-07-20,Class B,87.0,79.0,73.0,69.5,73.7,42.2,0.25,0.007,100.0,1008.7,9.6,219.5,8.9,0,0,1,1,0
Cook County,Illinois,Fall,41.63243,-87.76622,1941-10-11,Class B,52.0,44.0,36.0,29.4,57.7,12.4,1.0,0.0,0.0,1030.1,9.9,111.4,11.2,1,0,0,0,0
Cook County,Illinois,Fall,41.84136,-87.83285,1939-10-24,Class A,48.0,42.0,35.0,31.1,65.1,71.5,0.25,0.0,0.0,1007.0,9.7,39.0,9.0,0,0,1,0,0
Cook County,Illinois,Summer,41.63243,-87.76622,1938-07-10,Class B,68.0,62.0,56.0,47.3,58.7,40.5,0.25,0.0,0.0,1020.6,9.9,21.5,19.5,0,0,1,0,0
Cook County,Illinois,Spring,41.63039,-87.86476,1938-05-31,Class B,83.0,74.0,65.0,47.3,41.7,36.2,0.25,0.01,100.0,1008.4,9.9,271.5,21.2,0,0,1,1,0
Cook County,Illinois,Winter,41.53346,-87.75156,1946-01-13,Class A,49.0,41.0,34.0,38.5,89.6,100.0,0.25,0.864,100.0,993.3,5.4,162.6,24.0,0,1,0,1,1
Cook County,Illinois,Summer,41.4811,-87.5321,1942-07-11,Class B,83.0,74.0,63.0,65.7,77.2,60.2,0.5,0.058,100.0,1011.6,9.9,190.2,23.9,0,0,1,1,0
Cook County,Illinois,Summer,41.63289,-87.79683,1940-07-28,Class B,55.0,52.0,46.0,40.9,65.4,93.0,0.5,0.002,100.0,1019.7,9.8,11.2,17.0,0,1,0,1,0
Cook County,Illinois,Summer,41.7173,-87.8617,1939-08-30,Class B,81.0,73.0,61.0,53.5,51.6,63.0,0.5,0.001,100.0,1020.6,9.9,173.4,11.1,0,0,1,1,0
Cook County,Illinois,Winter,41.7627,-87.7714,1939-02-03,Class B,43.0,34.0,28.0,28.9,80.6,51.8,1.0,0.0,0.0,1016.0,9.5,91.1,10.2,0,0,1,0,0
Cook County,Illinois,Fall,41.53887,-87.62597,1937-10-11,Class B,51.0,47.0,45.0,44.8,91.7,98.5,0.25,0.01,100.0,1006.2,5.4,5.5,6.8,0,1,0,1,0
Cook County,Illinois,Spring,41.67433,-87.84415,1942-03-12,Class B,45.0,42.0,39.0,39.1,90.4,94.6,0.75,0.0,0.0,1003.5,4.7,21.4,13.6,0,1,0,0,0
Crawford County,Illinois,Spring,38.893,-87.869,1947-03-08,Class B,62.0,44.0,28.0,30.1,63.1,10.1,0.75,0.0,0.0,1019.1,8.5,233.1,16.2,1,0,0,0,0
Crawford County,Illinois,Summer,38.87531,-87.90503,1949-06-10,Class B,80.0,75.0,70.0,68.8,81.7,44.7,0.5,0.036,100.0,1015.2,8.6,184.3,15.0,0,0,1,1,0
De Witt County,Illinois,Summer,40.19732,-88.724,1938-06-17,Class A,91.0,78.0,65.0,63.6,63.2,8.9,0.25,0.008,100.0,1010.8,9.9,167.9,14.8,0,0,0,1,0
Du Page County,Illinois,Winter,41.89011,-88.18031,1949-02-23,Class B,28.0,20.0,12.0,13.3,74.2,24.2,0.0,0.0,0.0,1016.2,9.6,254.4,17.2,0,0,1,0,0
Fayette County,Illinois,Winter,38.98,-89.136,1949-12-06,Class A,46.0,32.0,27.0,27.1,83.2,99.6,0.5,1.046,100.0,1020.5,5.7,323.1,14.8,0,1,0,1,1
Fayette County,Illinois,Fall,39.0,-89.0,1937-11-06,Class B,88.0,77.0,72.0,59.1,53.9,0.0,0.25,0.09246594778660613,100.0,1016.9728384991843,9.9,188.2,12.8,1,0,0,0,0
Franklin County,Illinois,Summer,37.91,-88.929,1946-07-05,Class A,86.0,78.0,59.0,64.0,63.9,7.5,0.75,0.09246594778660613,100.0,1016.9728384991843,9.0,193.5,12.5,1,0,0,0,0
Franklin County,Illinois,Summer,37.92017,-88.98228,1946-06-13,Class B,83.0,75.0,67.0,64.6,73.0,10.4,0.5,0.005,100.0,1018.3,7.7,29.7,6.3,0,0,0,1,0
Franklin County,Illinois,Spring,38.1038,-88.99181,1942-03-31,Class A,78.0,66.0,54.0,52.8,64.1,15.8,0.75,0.0,0.0,1017.2,9.8,9.9,7.9,1,0,0,0,0
Franklin County,Illinois,Fall,37.88755,-88.98393,1948-10-07,Class A,31.0,25.0,17.0,12.1,59.1,17.8,0.75,0.0,0.0,1038.6,12.0,22.8,9.4,1,0,0,0,0
Fulton County,Illinois,Summer,40.61182,-90.01651,1944-07-19,Class B,31.0,25.0,17.0,12.1,59.1,17.8,0.75,0.0,0.0,1038.6,12.0,22.8,9.4,1,0,0,0,0
Fulton County,Illinois,Summer,40.62288,-89.99328,1944-07-24,Class A,31.0,25.0,17.0,12.1,59.1,17.8,0.75,0.0,0.0,1038.6,12.0,22.8,9.4,1,0,0,0,0
Fulton County,Illinois,Spring,40.5332,-90.0594,1938-03-23,Class A,47.0,40.0,31.0,29.9,70.2,58.8,1.0,0.0,0.0,1017.7,11.5,300.6,23.0,0,0,1,0,0
Fulton County,Illinois,Winter,40.59904,-89.88347,1944-12-09,Class A,15.0,8.0,2.0,1.8,77.6,0.4,0.75,0.0,0.0,1032.9,16.7,261.9,18.3,1,0,0,0,0
Fulton County,Illinois,Summer,40.48724,-90.19624,1943-07-07,Class B,90.0,83.0,77.0,75.4,78.8,38.0,0.75,0.0,0.0,1014.4,8.9,204.4,20.8,0,0,1,0,0
Fulton County,Illinois,Summer,40.625,-90.3832,1949-06-13,Class A,92.0,79.0,65.0,63.6,63.6,1.1,0.25,0.0,0.0,1014.3,8.4,20.8,11.9,1,0,0,0,0
Fulton County,Illinois,Winter,40.5634,-89.95824,1942-01-19,Class B,61.0,51.0,29.0,49.1,93.2,99.3,0.0,1.263,100.0,1004.7,6.7,208.1,25.2,0,1,0,1,1
Fulton County,Illinois,Summer,40.63281,-89.99568,1939-06-11,Class B,83.0,70.0,60.0,59.5,70.7,3.4,1.0,0.0,0.0,1017.7,9.1,56.9,10.5,1,0,0,0,0
Fulton County,Illinois,Winter,40.63267,-90.28404,1950-12-23,Class B,12.0,3.0,-5.0,-4.1,72.4,0.0,0.75,0.0,0.0,1027.8,9.9,294.4,11.1,1,0,0,0,0
Fulton County,Illinois,Fall,40.5658,-90.0055,1942-10-11,Class A,70.0,57.0,47.0,38.7,54.1,0.0,0.25,0.0,0.0,1018.4,9.8,29.6,12.1,1,0,0,0,0
Grundy County,Illinois,Summer,41.3368,-88.562,1944-06-29,Class A,77.0,65.0,59.0,53.4,67.4,34.7,0.75,0.032,100.0,1016.9728384991843,8.6,100.6,19.0,0,0,1,1,0
Grundy County,Illinois,Spring,41.3368,-88.562,1950-03-14,Class A,88.0,77.0,70.0,67.4,73.6,23.9,0.0,0.032,100.0,1016.9728384991843,9.0,192.3,10.8,0,0,1,1,0
Grundy County,Illinois,Summer,41.33018,-88.53889,1948-07-21,Class A,92.0,82.0,71.0,66.6,61.3,19.2,0.0,0.0,0.0,1012.0,9.8,273.7,8.8,1,0,0,0,0
Calhoun County,Illinois,Spring,38.92993,-90.53175,1942-05-01,Class B,52.0,39.0,29.0,31.2,75.2,2.5,0.0,0.0,0.0,1038.4,9.5,94.4,11.6,1,0,0,0,0
Bond County,Illinois,Fall,38.946,-89.582,1942-10-06,Class A,57.0,53.0,51.0,46.7,80.1,87.4,0.75,1.834,100.0,1008.1,6.0,124.0,19.0,0,0,1,1,0
Adams County,Illinois,Fall,39.93521,-89.88871,1940-11-02,Class A,50.0,48.0,45.0,46.0,92.9,100.0,0.75,0.09246594778660613,100.0,1020.5,3.2,42.5,9.2,0,1,0,0,0
Wayne County,Indiana,Summer,39.376484600389865,-97.37305127192984,1944-06-18,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,1.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Washington County,Indiana,Winter,39.376484600389865,-97.37305127192984,1941-01-13,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Warrick County,Indiana,Summer,38.01,-87.3203,1945-07-23,Class A,0.0,0.0,0.0,-6.316486965325231,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Vermillion County,Indiana,Winter,39.376484600389865,-97.37305127192984,1944-12-18,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Vanderburgh County,Indiana,Summer,39.376484600389865,-97.37305127192984,1946-08-27,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Tippecanoe County,Indiana,Summer,40.38335,-87.0796,1939-06-03,Class B,86.0,74.0,62.0,62.9,71.6,8.1,1.0,0.011,100.0,1015.4,8.3,294.2,5.6,0,0,0,1,0
Sullivan County,Indiana,Summer,39.376484600389865,-97.37305127192984,1938-07-09,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Steuben County,Indiana,Winter,39.376484600389865,-97.37305127192984,1946-01-26,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
St. Joseph County,Indiana,Fall,39.376484600389865,-97.37305127192984,1946-11-25,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Spencer County,Indiana,Summer,39.376484600389865,-97.37305127192984,1937-07-12,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Shelby County,Indiana,Summer,39.365,-85.8486,1946-08-28,Class A,18.0,8.0,2.0,-1.9,64.6,4.0,0.5,0.0,0.0,1031.5,10.3,347.0,14.9,1,0,0,0,0
Scott County,Indiana,Fall,38.73725,-85.84489,1950-10-16,Class B,56.0,44.0,35.0,34.6,69.0,83.7,0.75,0.027,100.0,1023.1,8.4,193.4,12.6,0,0,1,1,1
Spencer County,Indiana,Fall,37.83837,-87.13843,1947-09-09,Class A,83.0,71.0,60.0,58.9,67.5,20.2,0.75,0.0,0.0,1021.5,9.4,217.3,11.1,0,0,1,0,0
Vermillion County,Indiana,Fall,39.376484600389865,-97.37305127192984,1944-10-02,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Warrick County,Indiana,Summer,38.1579,-87.41805,1944-06-25,Class B,94.0,83.0,71.0,66.1,59.4,3.0,0.25,0.0,0.0,1019.6,9.5,237.1,13.7,1,0,0,0,0
Washington County,Indiana,Summer,38.6899,-86.25349,1937-06-17,Class A,88.0,76.0,64.0,58.6,55.9,54.8,1.0,0.0,0.0,1022.0,9.1,210.5,7.5,0,0,1,0,0
Washington County,Indiana,Summer,39.4862,-86.161,1948-08-17,Class A,90.0,79.0,72.0,67.7,69.5,79.2,1.0,0.0,0.0,1018.8,7.1,62.8,16.3,0,0,1,0,0
Washington County,Indiana,Summer,38.43235,-86.19055,1937-07-03,Class B,88.0,78.0,72.0,67.5,70.9,37.2,0.0,0.0,0.0,1018.4,8.0,213.5,10.7,0,0,1,0,0
Washington County,Indiana,Summer,38.71342,-86.04386,1945-06-03,Class B,86.0,74.0,59.0,52.0,50.3,15.7,0.75,0.0,0.0,1023.1,9.9,352.4,10.5,1,0,0,0,0
Adams County,Illinois,Summer,39.91682,-90.95499,1940-07-26,Class A,90.0,80.0,74.0,69.9,70.8,11.6,0.5,0.002,100.0,1015.4,9.8,175.5,13.9,0,0,0,1,0
Alexander County,Illinois,Fall,37.18404,-89.36896,1938-10-01,Class A,80.0,65.0,50.0,54.1,71.9,25.5,0.5,0.003,100.0,1019.2,9.6,120.6,8.1,0,0,1,1,0
Alexander County,Illinois,Summer,37.18404,-89.36896,1947-07-21,Class B,95.0,84.0,70.0,69.6,66.0,6.7,0.0,0.0,0.0,1011.8,7.2,180.0,8.6,1,0,0,0,0
Bond County,Illinois,Winter,38.9241,-89.53419,1945-01-09,Class B,42.0,35.0,27.0,25.8,70.2,32.7,0.5,0.0,0.0,1024.0,9.9,205.3,7.3,0,0,1,0,0
Calhoun County,Illinois,Spring,39.2949,-90.608,1943-04-01,Class A,85.0,78.0,72.0,68.8,74.0,68.6,0.75,0.0,0.0,1011.1,4.2,178.2,18.8,0,0,1,0,0
Putnam County,Indiana,Summer,39.72848,-86.93636,1942-07-20,Class B,92.0,84.0,76.0,73.6,72.0,10.5,0.25,0.0,0.0,1014.8,8.8,210.5,12.0,1,0,0,0,0
Pulaski County,Indiana,Summer,41.062,-86.5945,1945-06-01,Class A,19.0,17.0,12.0,11.6,79.4,85.3,0.5,0.249,100.0,1013.6,4.8,0.6,19.0,0,0,1,0,1
Parke County,Indiana,Fall,39.8679,-87.23335,1945-10-10,Class A,68.0,55.0,46.0,45.4,73.3,33.1,0.0,0.0,0.0,1016.9728384991843,17.0,341.9,11.4,0,0,1,0,0
Owen County,Indiana,Fall,39.376484600389865,-97.37305127192984,1938-11-28,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.25,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Morgan County,Indiana,Fall,39.376484600389865,-97.37305127192984,1947-10-01,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Montgomery County,Indiana,Summer,39.9347,-87.08955,1944-07-16,Class B,68.0,64.0,61.0,54.9,71.5,98.6,0.25,0.003,100.0,1007.4,9.7,301.1,12.1,0,1,0,1,0
Martin County,Indiana,Summer,38.63472,-86.79333,1950-07-14,Class A,90.0,81.0,73.0,71.1,72.7,21.8,0.5,0.0,0.0,1019.2,9.6,204.8,10.1,0,0,1,0,0
Lawrence County,Indiana,Fall,39.376484600389865,-97.37305127192984,1945-09-22,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
La Porte County,Indiana,Fall,39.376484600389865,-97.37305127192984,1940-11-08,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.25,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Kosciusko County,Indiana,Fall,41.3382,-85.7037,1942-10-02,Class A,77.0,66.0,55.0,57.0,76.8,23.4,0.75,0.012,100.0,1016.5,5.8,155.9,10.6,0,0,1,1,0
Johnson County,Indiana,Spring,39.38,-86.11,1941-03-11,Class A,73.0,62.0,52.0,43.9,52.6,83.4,1.0,0.0,0.0,1023.4,10.7,108.1,18.3,0,0,1,0,0
Jennings County,Indiana,Winter,39.376484600389865,-97.37305127192984,1945-01-08,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Jefferson County,Indiana,Fall,39.376484600389865,-97.37305127192984,1950-09-18,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.25,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Jennings County,Indiana,Summer,39.376484600389865,-97.37305127192984,1947-08-25,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.25,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Kosciusko County,Indiana,Spring,39.3579,-85.61,1938-05-20,Class A,23.0,19.0,14.0,10.3,69.3,36.1,0.5,0.0,0.0,1020.4,10.0,65.2,17.0,0,0,1,0,0
La Porte County,Indiana,Fall,39.376484600389865,-97.37305127192984,1937-11-03,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,1.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Monroe County,Indiana,Fall,39.01166,-86.57665,1947-11-19,Class A,58.0,48.0,38.0,39.1,71.3,82.7,0.5,0.09246594778660613,100.0,1016.1,14.4,245.1,17.2,0,0,1,0,0
Monroe County,Indiana,Spring,39.376484600389865,-97.37305127192984,1949-03-04,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Monroe County,Indiana,Winter,39.32117,-86.46065,1938-01-17,Class A,46.0,36.0,28.0,29.3,76.5,87.4,0.75,0.032,100.0,1016.9,7.8,254.4,23.0,0,0,1,1,1
Monroe County,Indiana,Fall,39.376484600389865,-97.37305127192984,1950-10-10,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,1.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Monroe County,Indiana,Fall,39.04744,-86.38894,1945-11-25,Class B,78.0,63.0,50.0,51.5,69.3,4.0,0.25,0.003,100.0,1017.6,9.0,240.2,8.7,0,0,0,1,0
Monroe County,Indiana,Spring,39.376484600389865,-97.37305127192984,1943-05-16,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Monroe County,Indiana,Fall,39.02502,-86.49139,1942-09-09,Class B,66.0,58.0,49.0,48.6,72.9,33.9,0.0,0.081,100.0,1014.3,9.5,140.5,7.0,0,0,1,1,0
Morgan County,Indiana,Summer,39.3804,-86.4324,1946-07-06,Class B,88.0,78.0,66.0,62.0,61.6,5.6,0.25,0.0,0.0,1013.2,8.9,114.6,8.8,1,0,0,0,0
Morgan County,Indiana,Spring,39.376484600389865,-97.37305127192984,1943-03-05,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,1.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Parke County,Indiana,Fall,39.376484600389865,-97.37305127192984,1940-10-19,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Perry County,Indiana,Summer,38.12318,-86.64338,1943-06-12,Class A,92.0,84.0,74.0,71.4,67.9,14.5,0.5,0.0,0.0,1016.2,9.4,210.8,14.5,1,0,0,0,0
Pulaski County,Indiana,Winter,40.9847,-86.911,1940-01-25,Class B,41.0,32.0,23.0,26.7,79.6,70.4,0.5,0.0,0.0,1014.0,7.7,343.3,19.7,0,0,1,0,0
Putnam County,Indiana,Winter,39.74356,-86.81714,1950-01-23,Class B,34.0,31.0,25.0,25.6,81.4,99.9,0.0,0.017,100.0,1002.0,5.8,269.7,17.4,0,1,0,1,1
Huntington County,Indiana,Fall,40.8179,-85.3532,1945-10-10,Class A,54.0,51.0,44.0,48.7,92.4,100.0,0.0,0.383,100.0,1000.6,5.4,209.0,16.1,0,1,0,1,0
Henry County,Indiana,Fall,39.98705,-85.3149,1944-10-03,Class B,0.0,0.0,0.0,-6.316486965325231,68.41756517337384,45.26552424473217,1.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Harrison County,Indiana,Summer,39.376484600389865,-97.37305127192984,1950-08-03,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Hamilton County,Indiana,Summer,40.0403,-86.1084,1944-07-26,Class A,89.0,79.0,70.0,69.6,74.5,73.8,0.25,0.0,0.0,1012.8,7.5,334.0,21.9,0,0,1,0,0
Grant County,Indiana,Summer,40.54919,-85.69739,1941-08-05,Class A,85.0,70.0,53.0,53.5,59.9,6.7,0.25,0.0,0.0,1022.1,11.4,218.7,11.6,1,0,0,0,0
Fountain County,Indiana,Winter,39.376484600389865,-97.37305127192984,1949-02-16,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Floyd County,Indiana,Fall,39.376484600389865,-97.37305127192984,1947-09-03,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Elkhart County,Indiana,Spring,39.376484600389865,-97.37305127192984,1938-04-06,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.25,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Decatur County,Indiana,Spring,39.45697,-85.5481,1945-04-23,Class A,86.0,75.0,65.0,61.0,62.8,39.6,1.0,0.0,0.0,1020.4,5.9,66.3,9.2,0,0,1,0,0
Dearborn County,Indiana,Summer,39.06565,-85.01295,1950-06-10,Class B,84.0,72.0,60.0,59.8,68.3,57.3,0.5,0.0,0.0,1017.2,7.9,263.9,8.1,0,0,1,0,0
Crawford County,Indiana,Summer,38.4191,-86.23506,1947-08-05,Class B,82.0,75.0,70.0,72.2,90.4,63.2,0.75,0.487,100.0,1014.1,9.1,208.6,11.2,0,0,1,1,0
Clark County,Indiana,Summer,39.376484600389865,-97.37305127192984,1948-08-19,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Brown County,Indiana,Spring,39.376484600389865,-97.37305127192984,1945-03-15,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Boone County,Indiana,Winter,39.376484600389865,-97.37305127192984,1948-02-21,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Blackford County,Indiana,Summer,39.376484600389865,-97.37305127192984,1950-07-10,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Bartholomew County,Indiana,Winter,39.376484600389865,-97.37305127192984,1940-12-07,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.25,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Woodson County,Kansas,Spring,38.176,-95.3465,1939-04-07,Class B,72.0,64.0,57.0,54.6,73.1,39.3,0.75,0.0,0.0,1017.9,9.9,78.5,13.2,0,0,1,0,0
Bartholomew County,Indiana,Spring,39.376484600389865,-97.37305127192984,1949-05-10,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Bartholomew County,Indiana,Summer,39.2152,-86.05825,1947-08-30,Class B,79.0,68.0,55.0,52.2,60.0,13.5,0.5,0.0,0.0,1022.9,9.9,13.7,9.4,1,0,0,0,0
Brown County,Indiana,Winter,39.376484600389865,-97.37305127192984,1945-12-02,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,1.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
